p1,p2,value
5,13,47.478943
5,14,357.707672
5,15,59.840160
5,16,433.051605
5,17,445.945496
5,18,176.966217
5,19,72.949059
5,20,70.642235
5,21,52.213295
5,22,170.520950
5,23,203.390396
5,24,408.719940
5,25,68.918709
5,26,169.485657
5,27,85.053345
5,28,94.468086
5,29,113.259544
5,30,405.166931
6,1,261.402313
6,2,127.625267
6,3,183.820908
6,4,110.963516
6,5,36.619312
6,6,0.000000
6,7,107.022903
6,8,35.541794
6,9,410.479156
6,10,340.077271
6,11,268.952972
6,12,384.268311
6,13,26.627876
6,14,325.857056
6,15,91.861885
6,16,400.587250
6,17,412.291107
6,18,145.963165
6,19,51.020336
6,20,101.150841
6,21,78.107567
6,22,138.486877
6,23,173.411514
6,24,377.042847
6,25,49.436951
6,26,136.437759
6,27,117.396858
6,28,59.936958
6,29,143.024536
6,30,372.739716
7,1,342.646118
7,2,36.302624
7,3,285.734467
7,4,15.855582
7,5,75.343315
7,6,107.022903
7,7,0.000000
7,8,111.581543
7,9,489.749756
7,10,421.716888
7,11,373.721619
7,12,463.140076
7,13,110.264870
7,14,422.156403
7,15,29.526068
7,16,500.027435
7,17,494.486786
7,18,230.527420
7,19,117.518898
7,20,22.747290
7,21,41.423885
7,22,226.952591
7,23,251.127136
7,24,456.493469
7,25,121.207603
7,26,228.541260
7,27,34.731243
7,28,142.459839
7,29,38.989887
7,30,463.065430
8,1,240.394135
8,2,129.979645
8,3,176.396042
8,4,116.052979
8,5,56.499050
8,6,35.541794
8,7,111.581543
8,8,0.000000
8,9,386.381989
8,10,318.801575
8,11,262.441803
8,12,360.576294
8,13,23.871742
8,14,311.701843
8,15,102.058426
8,16,389.294067
8,17,392.112122
8,18,121.752693
8,19,26.084986
8,20,106.669693
8,21,84.703629
8,22,117.864754
8,23,147.419510
8,24,353.181488
8,25,32.214184
8,26,117.116798
8,27,127.037239
8,28,50.675205
8,29,148.380020
8,30,352.459747
9,1,154.590927
9,2,505.115875
9,3,228.157272
9,4,501.917969
9,5,442.015594
9,6,410.479156
9,7,489.749756
9,8,386.381989
9,9,0.000000
9,10,85.950592
9,11,145.763702
9,12,54.441078
9,13,396.923767
9,14,86.244049
9,15,484.615265
9,16,34.898865
9,17,57.784611
9,18,266.101593
9,19,375.100189
9,20,483.155121
9,21,462.050781
9,22,272.825836
9,23,250.790115
9,24,48.905842
9,25,383.878296
9,26,275.021790
9,27,511.953247
9,28,357.213104
9,29,526.321289
9,30,43.649708
10,1,91.229645
10,2,440.067413
10,3,163.090118
10,4,433.233765
10,5,373.162903
10,6,340.077271
10,7,421.716888
10,8,318.801575
10,9,85.950592
10,10,0.000000
10,11,77.293991
10,12,54.437817
10,13,327.012512
10,14,45.534065
10,15,416.241241
10,16,82.448112
10,17,75.401917
10,18,198.242981
10,19,307.545258
10,20,413.059082
10,21,392.726685
10,22,203.415573
10,23,184.353668
10,24,48.681076
10,25,315.943512
10,26,204.482819
10,27,442.029724
10,28,295.734741
10,29,457.649750
10,30,46.970631
11,1,49.734993
11,2,389.051758
11,3,94.178932
11,4,377.814362
11,5,301.251373
11,6,268.952972
11,7,373.721619
11,8,262.441803
11,9,145.763702
11,10,77.293991
11,11,0.000000
11,12,116.612526
11,13,266.680389
11,14,59.606213
11,15,354.248840
11,16,135.524200
11,17,149.075928
11,18,144.691544
11,19,256.307526
11,20,368.227814
11,21,346.754944
11,22,149.145462
11,23,136.083908
11,24,112.388336
11,25,254.257584
11,26,146.705078
11,27,383.385986
11,28,241.107010
11,29,410.735901
11,30,106.519768
12,1,125.219063
12,2,469.729828
12,3,202.643494
12,4,475.450500
12,5,416.065826
12,6,384.268311
12,7,463.140076
12,8,360.576294
12,9,54.441078
12,10,54.437817
12,11,116.612526
12,12,0.000000
12,13,370.435608
12,14,58.454121
12,15,457.427124
12,16,55.798809
12,17,57.909428
12,18,239.325470
12,19,348.116272
12,20,442.431061
12,21,423.460327
12,22,245.990433
12,23,213.952423
12,24,18.244158
12,25,356.427155
12,26,249.658051
12,27,485.513489
12,28,326.780090
12,29,495.979767
12,30,27.288296
13,1,248.082825
13,2,123.663582
13,3,183.424850
13,4,114.359657
13,5,47.478943
13,6,26.627876
13,7,110.264870
13,8,23.871742
13,9,396.923767
13,10,327.012512
13,11,266.680389
13,12,370.435608
13,13,0.000000
13,14,317.593872
13,15,92.747437
13,16,395.423401
13,17,399.434235
13,18,131.546692
13,19,35.241688
13,20,107.801437
13,21,83.655991
13,22,124.629990
13,23,159.487488
13,24,363.480042
13,25,34.738651
13,26,124.132370
13,27,119.642960
13,28,47.067352
13,29,145.317123
13,30,359.323029
14,1,85.666107
14,2,439.101166
14,3,144.537033
14,4,426.209503
14,5,357.707672
14,6,325.857056
14,7,422.156403
14,8,311.701843
14,9,86.244049
14,10,45.534065
14,11,59.606213
14,12,58.454121
14,13,317.593872
14,14,0.000000
14,15,403.964722
14,16,83.643440
14,17,98.195656
14,18,196.170166
14,19,305.437866
14,20,415.862793
14,21,395.849670
14,22,196.032837
14,23,186.291809
14,24,52.863297
14,25,304.655762
14,26,196.521317
14,27,431.839203
14,28,291.962952
14,29,459.861786
14,30,50.060017
15,1,336.937744
15,2,48.675236
15,3,267.874237
15,4,32.942261
15,5,59.840160
15,6,91.861885
15,7,29.526068
15,8,102.058426
15,9,484.615265
15,10,416.241241
15,11,354.248840
15,12,457.427124
15,13,92.747437
15,14,403.964722
15,15,0.000000
15,16,482.641693
15,17,488.666565
15,18,218.759705
15,19,109.546837
15,20,37.994961
15,21,34.469902
15,22,213.012344
15,23,246.797806
15,24,451.299103
15,25,101.085846
15,26,215.702499
15,27,42.858681
15,28,136.964218
15,29,60.196804
15,30,447.626312
16,1,165.139236
16,2,518.075134
16,3,220.561096
16,4,504.029877
16,5,433.051605
16,6,400.587250
16,7,500.027435
16,8,389.294067
16,9,34.898865
16,10,82.448112
16,11,135.524200
16,12,55.798809
16,13,395.423401
16,14,83.643440
16,15,482.641693
16,16,0.000000
16,17,36.812263
16,18,272.662018
16,19,383.251709
16,20,493.171783
16,21,472.526062
16,22,276.265717
16,23,262.005859
16,24,60.279892
16,25,383.141388
16,26,272.734436
16,27,510.017609
16,28,371.553558
16,29,537.286194
16,30,37.111233
17,1,151.988220
17,2,504.453644
17,3,237.193741
17,4,505.844055
17,5,445.945496
17,6,412.291107
17,7,494.486786
17,8,392.112122
17,9,57.784611
17,10,75.401917
17,11,149.075928
17,12,57.909428
17,13,399.434235
17,14,98.195656
17,15,488.666565
17,16,36.812263
17,17,0.000000
17,18,271.595947
17,19,380.487213
17,20,480.795715
17,21,460.028290
17,22,276.404846
17,23,249.034821
17,24,63.321785
17,25,388.520721
17,26,277.228210
17,27,514.165833
17,28,357.249542
17,29,525.792542
17,30,52.248268
18,1,119.728470
18,2,246.501724
18,3,70.182877
18,4,236.146179
18,5,176.966217
18,6,145.963165
18,7,230.527420
18,8,121.752693
18,9,266.101593
18,10,198.242981
18,11,144.691544
18,12,239.325470
18,13,131.546692
18,14,196.170166
18,15,218.759705
18,16,272.662018
18,17,271.595947
18,18,0.000000
18,19,113.170494
18,20,225.303040
18,21,202.601898
18,22,37.116970
18,23,32.911850
18,24,232.696152
18,25,118.472527
18,26,31.834187
18,27,246.362244
18,28,101.623764
18,29,266.837555
18,30,236.301071
19,1,228.527588
19,2,135.704819
19,3,169.958267
19,4,128.090546
19,5,72.949059
19,6,51.020336
19,7,117.518898
19,8,26.084986
19,9,375.100189
19,10,307.545258
19,11,256.307526
19,12,348.116272
19,13,35.241688
19,14,305.437866
19,15,109.546837
19,16,383.251709
19,17,380.487213
19,18,113.170494
19,19,0.000000
19,20,112.562607
19,21,91.099159
19,22,111.326012
19,23,137.610031
19,24,341.819885
19,25,16.816614
19,26,111.274170
19,27,140.076096
19,28,43.320721
19,29,154.555176
19,30,346.402588
20,1,330.347382
20,2,51.032814
20,3,279.591583
20,4,34.563869
20,5,70.642235
20,6,101.150841
20,7,22.747290
20,8,106.669693
20,9,483.155121
20,10,413.059082
20,11,368.227814
20,12,442.431061
20,13,107.801437
20,14,415.862793
20,15,37.994961
20,16,493.171783
20,17,480.795715
20,18,225.303040
20,19,112.562607
20,20,0.000000
20,21,29.416597
20,22,221.419861
20,23,233.846161
20,24,440.399628
20,25,118.203896
20,26,222.653793
20,27,48.124607
20,28,135.983047
20,29,54.497231
20,30,456.164185
21,1,310.733063
21,2,61.769386
21,3,260.506683
21,4,54.105789
21,5,52.213295
21,6,78.107567
21,7,41.423885
21,8,84.703629
21,9,462.050781
21,10,392.726685
21,11,346.754944
21,12,423.460327
21,13,83.655991
21,14,395.849670
21,15,34.469902
21,16,472.526062
21,17,460.028290
21,18,202.601898
21,19,91.099159
21,20,29.416597
21,21,0.000000
21,22,202.153595
21,23,212.817871
21,24,418.616150
21,25,95.769348
21,26,200.611755
21,27,66.980347
21,28,114.502548
21,29,72.905792
21,30,435.681213
22,1,124.472382
22,2,243.556366
22,3,59.590351
22,4,231.041351
22,5,170.520950
22,6,138.486877
22,7,226.952591
22,8,117.864754
22,9,272.825836
22,10,203.415573
22,11,149.145462
22,12,245.990433
22,13,124.629990
22,14,196.032837
22,15,213.012344
22,16,276.265717
22,17,276.404846
22,18,37.116970
22,19,111.326012
22,20,221.419861
22,21,202.153595
22,22,0.000000
22,23,41.452076
22,24,239.317169
22,25,113.343910
22,26,34.374573
22,27,239.552734
22,28,98.814728
22,29,264.911469
22,30,239.475677
23,1,103.764870
23,2,257.020752
23,3,61.640125
23,4,263.217072
23,5,203.390396
23,6,173.411514
23,7,251.127136
23,8,147.419510
23,9,250.790115
23,10,184.353668
23,11,136.083908
23,12,213.952423
23,13,159.487488
23,14,186.291809
23,15,246.797806
23,16,262.005859
23,17,249.034821
23,18,32.911850
23,19,137.610031
23,20,233.846161
23,21,212.817871
23,22,41.452076
23,23,0.000000
23,24,207.118271
23,25,147.478027
23,26,47.699120
23,27,273.752319
23,28,120.380493
23,29,285.455353
23,30,225.480179
24,1,119.423615
24,2,463.299744
24,3,195.010696
24,4,468.610291
24,5,408.719940
24,6,377.042847
24,7,456.493469
24,8,353.181488
24,9,48.905842
24,10,48.681076
24,11,112.388336
24,12,18.244158
24,13,363.480042
24,14,52.863297
24,15,451.299103
24,16,60.279892
24,17,63.321785
24,18,232.696152
24,19,341.819885
24,20,440.399628
24,21,418.616150
24,22,239.317169
24,23,207.118271
24,24,0.000000
24,25,350.560242
24,26,241.647720
24,27,478.549500
24,28,320.300690
24,29,489.813385
24,30,34.167015
25,1,236.724075
25,2,135.107254
25,3,169.806076
25,4,125.348427
25,5,68.918709
25,6,49.436951
25,7,121.207603
25,8,32.214184
25,9,383.878296
25,10,315.943512
25,11,254.257584
25,12,356.427155
25,13,34.738651
25,14,304.655762
25,15,101.085846
25,16,383.141388
25,17,388.520721
25,18,118.472527
25,19,16.816614
25,20,118.203896
25,21,95.769348
25,22,113.343910
25,23,147.478027
25,24,350.560242
25,25,0.000000
25,26,119.667213
25,27,133.118439
25,28,48.597504
25,29,157.358902
25,30,346.885651
26,1,127.087334
26,2,246.024673
26,3,68.390778
26,4,232.578766
26,5,169.485657
26,6,136.437759
26,7,228.541260
26,8,117.116798
26,9,275.021790
26,10,204.482819
26,11,146.705078
26,12,249.658051
26,13,124.132370
26,14,196.521317
26,15,215.702499
26,16,272.734436
26,17,277.228210
26,18,31.834187
26,19,111.274170
26,20,222.653793
26,21,200.611755
26,22,34.374573
26,23,47.699120
26,24,241.647720
26,25,119.667213
26,26,0.000000
26,27,238.581024
26,28,102.907188
26,29,265.197540
26,30,237.246948
27,1,363.093719
27,2,30.344900
27,3,295.267761
27,4,19.780806
27,5,85.053345
27,6,117.396858
27,7,34.731243
27,8,127.037239
27,9,511.953247
27,10,442.029724
27,11,383.385986
27,12,485.513489
27,13,119.642960
27,14,431.839203
27,15,42.858681
27,16,510.017609
27,17,514.165833
27,18,246.362244
27,19,140.076096
27,20,48.124607
27,21,66.980347
27,22,239.552734
27,23,273.752319
27,24,478.549500
27,25,133.118439
27,26,238.581024
27,27,0.000000
27,28,160.297699
27,29,31.106615
27,30,474.470154
28,1,208.965912
28,2,148.480499
28,3,157.845169
28,4,152.698395
28,5,94.468086
28,6,59.936958
28,7,142.459839
28,8,50.675205
28,9,357.213104
28,10,295.734741
28,11,241.107010
28,12,326.780090
28,13,47.067352
28,14,291.962952
28,15,136.964218
28,16,371.553558
28,17,357.249542
28,18,101.623764
28,19,43.320721
28,20,135.983047
28,21,114.502548
28,22,98.814728
28,23,120.380493
28,24,320.300690
28,25,48.597504
28,26,102.907188
28,27,160.297699
28,28,0.000000
28,29,173.742523
28,30,335.103271
29,1,374.693970
29,2,53.679047
29,3,323.790771
29,4,35.189568
29,5,113.259544
29,6,143.024536
29,7,38.989887
29,8,148.380020
29,9,526.321289
29,10,457.649750
29,11,410.735901
29,12,495.979767
29,13,145.317123
29,14,459.861786
29,15,60.196804
29,16,537.286194
29,17,525.792542
29,18,266.837555
29,19,154.555176
29,20,54.497231
29,21,72.905792
29,22,264.911469
29,23,285.455353
29,24,489.813385
29,25,157.358902
29,26,265.197540
29,27,31.106615
29,28,173.742523
29,29,0.000000
29,30,500.398743
30,1,128.316498
30,2,481.324738
30,3,192.683640
30,4,467.064392
30,5,405.166931
30,6,372.739716
30,7,463.065430
30,8,352.459747
30,9,43.649708
30,10,46.970631
30,11,106.519768
30,12,27.288296
30,13,359.323029
30,14,50.060017
30,15,447.626312
30,16,37.111233
30,17,52.248268
30,18,236.301071
30,19,346.402588
30,20,456.164185
30,21,435.681213
30,22,239.475677
30,23,225.480179
30,24,34.167015
30,25,346.885651
30,26,237.246948
30,27,474.470154
30,28,335.103271
30,29,500.398743
30,30,0.000000
