name,node_id,QEM_reference_node_id,control_type,control_type_name,cycle_length_in_second,offset_in_second,x,y,geometry
,60,0,0,unknown_control,0,0,6.485,8.789,"<Point><coordinates>6.485,8.789</coordinates></Point>"
,61,0,0,unknown_control,0,0,11.187,12.565,"<Point><coordinates>11.187,12.565</coordinates></Point>"
,62,0,0,unknown_control,0,0,44.114,35.566,"<Point><coordinates>44.114,35.566</coordinates></Point>"
,63,0,0,unknown_control,0,0,47.815,20.491,"<Point><coordinates>47.815,20.491</coordinates></Point>"
,64,0,0,unknown_control,0,0,30.598,23.781,"<Point><coordinates>30.598,23.781</coordinates></Point>"
,65,0,0,unknown_control,0,0,12.042,19.292,"<Point><coordinates>12.042,19.292</coordinates></Point>"
,66,0,0,unknown_control,0,0,3.336,35.602,"<Point><coordinates>3.336,35.602</coordinates></Point>"
,67,0,0,unknown_control,0,0,2.541,21.684,"<Point><coordinates>2.541,21.684</coordinates></Point>"
,68,0,0,unknown_control,0,0,2.997,47.539,"<Point><coordinates>2.997,47.539</coordinates></Point>"
,69,0,0,unknown_control,0,0,35.152,24.496,"<Point><coordinates>35.152,24.496</coordinates></Point>"
,70,0,0,unknown_control,0,0,43.187,9.353,"<Point><coordinates>43.187,9.353</coordinates></Point>"
,71,0,0,unknown_control,0,0,8.697,14.459,"<Point><coordinates>8.697,14.459</coordinates></Point>"
,72,0,0,unknown_control,0,0,42.493,41.008,"<Point><coordinates>42.493,41.008</coordinates></Point>"
,73,0,0,unknown_control,0,0,34.212,16.761,"<Point><coordinates>34.212,16.761</coordinates></Point>"
,74,0,0,unknown_control,0,0,2.928,4.960,"<Point><coordinates>2.928,4.960</coordinates></Point>"
,75,0,0,unknown_control,0,0,14.456,33.833,"<Point><coordinates>14.456,33.833</coordinates></Point>"
,76,0,0,unknown_control,0,0,24.142,27.500,"<Point><coordinates>24.142,27.500</coordinates></Point>"
,77,0,0,unknown_control,0,0,19.169,28.117,"<Point><coordinates>19.169,28.117</coordinates></Point>"
,78,0,0,unknown_control,0,0,9.884,1.507,"<Point><coordinates>9.884,1.507</coordinates></Point>"
,79,0,0,unknown_control,0,0,44.956,34.851,"<Point><coordinates>44.956,34.851</coordinates></Point>"
,80,0,0,unknown_control,0,0,30.591,49.894,"<Point><coordinates>30.591,49.894</coordinates></Point>"
,81,0,0,unknown_control,0,0,47.350,0.730,"<Point><coordinates>47.350,0.730</coordinates></Point>"
,82,0,0,unknown_control,0,0,41.991,21.099,"<Point><coordinates>41.991,21.099</coordinates></Point>"
,83,0,0,unknown_control,0,0,20.207,31.014,"<Point><coordinates>20.207,31.014</coordinates></Point>"
,84,0,0,unknown_control,0,0,1.196,48.408,"<Point><coordinates>1.196,48.408</coordinates></Point>"
,85,0,0,unknown_control,0,0,2.623,44.203,"<Point><coordinates>2.623,44.203</coordinates></Point>"
,86,0,0,unknown_control,0,0,35.204,24.018,"<Point><coordinates>35.204,24.018</coordinates></Point>"
,87,0,0,unknown_control,0,0,39.130,3.624,"<Point><coordinates>39.130,3.624</coordinates></Point>"
,88,0,0,unknown_control,0,0,42.584,18.958,"<Point><coordinates>42.584,18.958</coordinates></Point>"
,89,0,0,unknown_control,0,0,7.779,40.000,"<Point><coordinates>7.779,40.000</coordinates></Point>"
,90,0,0,unknown_control,0,0,12.288,40.420,"<Point><coordinates>12.288,40.420</coordinates></Point>"
,91,0,0,unknown_control,0,0,49.519,40.348,"<Point><coordinates>49.519,40.348</coordinates></Point>"
,92,0,0,unknown_control,0,0,49.722,18.857,"<Point><coordinates>49.722,18.857</coordinates></Point>"
,93,0,0,unknown_control,0,0,22.473,46.473,"<Point><coordinates>22.473,46.473</coordinates></Point>"
,94,0,0,unknown_control,0,0,10.105,34.578,"<Point><coordinates>10.105,34.578</coordinates></Point>"
,95,0,0,unknown_control,0,0,35.919,16.254,"<Point><coordinates>35.919,16.254</coordinates></Point>"
,96,0,0,unknown_control,0,0,48.468,15.622,"<Point><coordinates>48.468,15.622</coordinates></Point>"
,97,0,0,unknown_control,0,0,8.312,12.220,"<Point><coordinates>8.312,12.220</coordinates></Point>"
,98,0,0,unknown_control,0,0,13.012,11.057,"<Point><coordinates>13.012,11.057</coordinates></Point>"
,99,0,0,unknown_control,0,0,25.082,34.991,"<Point><coordinates>25.082,34.991</coordinates></Point>"
,100,0,0,unknown_control,0,0,37.719,49.120,"<Point><coordinates>37.719,49.120</coordinates></Point>"
,101,0,0,unknown_control,0,0,25.000,25.000,"<Point><coordinates>25.000,25.000</coordinates></Point>"
