name,node_id,QEM_reference_node_id,control_type,control_type_name,cycle_length_in_second,offset_in_second,x,y,geometry
,54,0,0,unknown_control,0,0,4.641,41.602,"<Point><coordinates>4.641,41.602</coordinates></Point>"
,55,0,0,unknown_control,0,0,19.457,28.911,"<Point><coordinates>19.457,28.911</coordinates></Point>"
,56,0,0,unknown_control,0,0,49.712,41.703,"<Point><coordinates>49.712,41.703</coordinates></Point>"
,57,0,0,unknown_control,0,0,27.729,30.525,"<Point><coordinates>27.729,30.525</coordinates></Point>"
,58,0,0,unknown_control,0,0,29.411,35.205,"<Point><coordinates>29.411,35.205</coordinates></Point>"
,59,0,0,unknown_control,0,0,21.106,14.542,"<Point><coordinates>21.106,14.542</coordinates></Point>"
,60,0,0,unknown_control,0,0,6.231,27.622,"<Point><coordinates>6.231,27.622</coordinates></Point>"
,61,0,0,unknown_control,0,0,5.233,21.397,"<Point><coordinates>5.233,21.397</coordinates></Point>"
,62,0,0,unknown_control,0,0,26.298,18.397,"<Point><coordinates>26.298,18.397</coordinates></Point>"
,63,0,0,unknown_control,0,0,0.415,27.147,"<Point><coordinates>0.415,27.147</coordinates></Point>"
,64,0,0,unknown_control,0,0,44.045,44.430,"<Point><coordinates>44.045,44.430</coordinates></Point>"
,65,0,0,unknown_control,0,0,31.177,33.186,"<Point><coordinates>31.177,33.186</coordinates></Point>"
,66,0,0,unknown_control,0,0,32.344,28.953,"<Point><coordinates>32.344,28.953</coordinates></Point>"
,67,0,0,unknown_control,0,0,28.282,9.106,"<Point><coordinates>28.282,9.106</coordinates></Point>"
,68,0,0,unknown_control,0,0,7.452,42.655,"<Point><coordinates>7.452,42.655</coordinates></Point>"
,69,0,0,unknown_control,0,0,43.067,20.853,"<Point><coordinates>43.067,20.853</coordinates></Point>"
,70,0,0,unknown_control,0,0,16.577,1.804,"<Point><coordinates>16.577,1.804</coordinates></Point>"
,71,0,0,unknown_control,0,0,5.976,14.501,"<Point><coordinates>5.976,14.501</coordinates></Point>"
,72,0,0,unknown_control,0,0,15.093,2.601,"<Point><coordinates>15.093,2.601</coordinates></Point>"
,73,0,0,unknown_control,0,0,10.374,31.063,"<Point><coordinates>10.374,31.063</coordinates></Point>"
,74,0,0,unknown_control,0,0,24.231,25.224,"<Point><coordinates>24.231,25.224</coordinates></Point>"
,75,0,0,unknown_control,0,0,28.297,11.780,"<Point><coordinates>28.297,11.780</coordinates></Point>"
,76,0,0,unknown_control,0,0,35.637,29.455,"<Point><coordinates>35.637,29.455</coordinates></Point>"
,77,0,0,unknown_control,0,0,20.539,15.239,"<Point><coordinates>20.539,15.239</coordinates></Point>"
,78,0,0,unknown_control,0,0,14.764,30.114,"<Point><coordinates>14.764,30.114</coordinates></Point>"
,79,0,0,unknown_control,0,0,1.947,14.707,"<Point><coordinates>1.947,14.707</coordinates></Point>"
,80,0,0,unknown_control,0,0,30.085,33.939,"<Point><coordinates>30.085,33.939</coordinates></Point>"
,81,0,0,unknown_control,0,0,21.311,25.250,"<Point><coordinates>21.311,25.250</coordinates></Point>"
,82,0,0,unknown_control,0,0,33.972,7.487,"<Point><coordinates>33.972,7.487</coordinates></Point>"
,83,0,0,unknown_control,0,0,43.162,13.590,"<Point><coordinates>43.162,13.590</coordinates></Point>"
,84,0,0,unknown_control,0,0,24.153,10.356,"<Point><coordinates>24.153,10.356</coordinates></Point>"
,85,0,0,unknown_control,0,0,4.895,49.819,"<Point><coordinates>4.895,49.819</coordinates></Point>"
,86,0,0,unknown_control,0,0,40.441,13.417,"<Point><coordinates>40.441,13.417</coordinates></Point>"
,87,0,0,unknown_control,0,0,49.513,33.466,"<Point><coordinates>49.513,33.466</coordinates></Point>"
,88,0,0,unknown_control,0,0,12.350,35.096,"<Point><coordinates>12.350,35.096</coordinates></Point>"
,89,0,0,unknown_control,0,0,0.797,45.090,"<Point><coordinates>0.797,45.090</coordinates></Point>"
,90,0,0,unknown_control,0,0,2.093,41.458,"<Point><coordinates>2.093,41.458</coordinates></Point>"
,91,0,0,unknown_control,0,0,40.711,22.952,"<Point><coordinates>40.711,22.952</coordinates></Point>"
,92,0,0,unknown_control,0,0,42.301,11.262,"<Point><coordinates>42.301,11.262</coordinates></Point>"
,93,0,0,unknown_control,0,0,27.666,25.127,"<Point><coordinates>27.666,25.127</coordinates></Point>"
,94,0,0,unknown_control,0,0,26.881,2.860,"<Point><coordinates>26.881,2.860</coordinates></Point>"
,95,0,0,unknown_control,0,0,25.203,37.360,"<Point><coordinates>25.203,37.360</coordinates></Point>"
,96,0,0,unknown_control,0,0,38.211,44.863,"<Point><coordinates>38.211,44.863</coordinates></Point>"
,97,0,0,unknown_control,0,0,36.285,23.702,"<Point><coordinates>36.285,23.702</coordinates></Point>"
,98,0,0,unknown_control,0,0,44.160,28.401,"<Point><coordinates>44.160,28.401</coordinates></Point>"
,99,0,0,unknown_control,0,0,46.204,48.128,"<Point><coordinates>46.204,48.128</coordinates></Point>"
,100,0,0,unknown_control,0,0,16.726,43.052,"<Point><coordinates>16.726,43.052</coordinates></Point>"
,101,0,0,unknown_control,0,0,25.000,25.000,"<Point><coordinates>25.000,25.000</coordinates></Point>"
