7,1579.899780,1744.199707,164.299927,9.420%,1,1,1,1,2,2,22*,4,5,5,26*,12,3,3,3,6,6,6,34*,7,7,7,9,11,40*,41*,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,6,1,1,1,4,2,2,22*,4,5,5,7,10,3,3,3,6,6,6,34*,7,7,9,9,11,10,10,15,8,8,8,11,11,11,12,12,14,14,14,14,15,15,57*,58*,13,13,13,4,10.00,15.00,15.00,10.93,10.00,18.33,19.07,10.00,10.00,18.33,18.33,7.50,15.00,15.00,10.00,10.00,11.67,11.67,9.40,10.00,18.33,21.76,10.00,11.67,10.00,17.00,18.43,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,15.00,10.00,15.00,15.00,10.00,15.00,22.50,22.50,15.00,15.00,10.00,625.26,
8,1579.899780,1744.199707,164.299927,9.420%,1,1,1,19*,2,2,2,4,5,5,5,27*,3,3,3,6,6,6,6,7,7,37*,9,11,10,10,12,8,8,8,11,11,11,12,12,12,14,14,14,15,15,57*,58*,13,13,13,5,1,1,1,4,2,2,22*,4,5,5,7,10,3,3,3,6,6,6,34*,7,7,9,9,11,10,10,15,8,8,8,11,11,11,12,12,14,14,14,14,15,15,57*,58*,13,13,13,4,10.00,15.00,15.00,9.68,10.00,18.33,20.32,10.00,10.00,18.33,19.58,7.50,15.00,15.00,10.00,10.00,11.67,11.67,10.65,10.00,18.33,19.26,10.00,11.67,11.25,18.25,19.68,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,15.00,10.00,15.00,15.00,10.00,15.00,22.50,22.50,15.00,15.00,10.00,629.01,
9,1580.118896,1728.216431,148.097534,8.569%,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,34*,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,3,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,34*,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,3,10.00,15.00,15.00,10.79,10.00,18.33,19.21,10.00,10.00,18.33,18.47,8.61,15.00,15.00,10.00,10.00,11.67,11.67,9.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,18.57,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.89,10.00,15.00,15.00,10.00,15.00,23.61,23.61,15.00,15.00,10.00,629.01,
10,1581.414917,1714.182983,132.768066,7.745%,1,1,1,19*,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,19*,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,10.00,15.00,15.00,9.79,10.00,18.33,20.21,10.00,10.00,18.33,18.47,8.61,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,19.57,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.89,10.00,15.00,15.00,10.00,15.00,23.61,23.61,15.00,15.00,10.00,631.01,
11,1583.329956,1678.099731,94.769775,5.647%,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,10.00,15.00,15.00,10.70,10.00,18.33,19.30,10.00,10.00,18.33,18.47,8.61,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,20.48,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.89,10.00,15.00,15.00,10.00,15.00,23.61,23.61,15.00,15.00,10.00,631.92,
12,1583.845459,1678.099731,94.254272,5.617%,1,1,1,19*,2,2,2,4,5,5,7,27*,3,3,3,6,6,6,6,7,7,9,9,11,10,10,12,8,8,8,11,11,11,12,12,12,14,14,14,15,15,57*,58*,13,13,13,4,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,10.00,15.00,15.00,9.87,10.00,18.33,20.13,10.00,10.00,18.33,18.47,8.61,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,21.31,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.89,10.00,15.00,15.00,10.00,15.00,23.61,23.61,15.00,15.00,10.00,632.75,
13,1584.548584,1678.099731,93.551147,5.575%,1,1,1,1,2,2,22*,4,5,5,7,10,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,10.00,15.00,15.00,10.63,10.00,18.33,19.37,10.00,10.00,18.33,18.47,9.38,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,20.54,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.12,10.00,15.00,15.00,10.00,15.00,24.38,24.38,15.00,15.00,10.00,633.52,
14,1584.548584,1664.066406,79.517822,4.779%,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.92,10.00,18.33,20.08,10.00,10.00,18.33,18.47,8.67,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,21.25,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.12,10.00,15.00,15.00,10.00,15.00,24.38,24.38,15.00,15.00,10.00,633.52,
15,1585.241821,1664.066406,78.824585,4.737%,1,1,1,1,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.92,10.00,18.33,19.41,10.00,10.00,18.33,18.47,8.67,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,21.92,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.12,10.00,15.00,15.00,10.00,15.00,24.38,24.38,15.00,15.00,10.00,633.52,
16,1586.180664,1664.066406,77.885742,4.680%,1,1,1,19*,2,2,2,4,5,5,7,27*,3,3,3,6,6,6,6,7,7,9,9,11,10,10,10,8,8,8,11,11,11,12,12,10,14,14,14,15,15,57*,58*,13,13,13,4,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.30,10.00,18.33,20.04,10.00,10.00,18.33,18.47,8.67,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,22.55,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,13.12,10.00,15.00,15.00,10.00,15.00,24.38,24.38,15.00,15.00,10.00,634.15,
17,1586.180664,1664.066406,77.885742,4.680%,1,1,1,1,2,2,22*,4,5,5,7,10,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.88,10.00,18.33,19.45,10.00,10.00,18.33,18.47,9.25,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,21.37,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,11.94,10.00,15.00,15.00,10.00,15.00,24.97,24.97,15.00,15.00,10.00,633.56,
18,1586.180664,1664.066406,77.885742,4.680%,1,1,1,19*,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.33,10.00,18.33,20.01,10.00,10.00,18.33,18.47,8.70,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,21.93,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,11.94,10.00,15.00,15.00,10.00,15.00,24.97,24.97,15.00,15.00,10.00,633.56,
19,1586.180664,1664.066406,77.885742,4.680%,1,1,1,4,2,2,22*,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.85,10.00,18.33,19.48,10.00,10.00,18.33,18.47,8.70,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,22.45,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,11.94,10.00,15.00,15.00,10.00,15.00,24.97,24.97,15.00,15.00,10.00,634.09,
20,1586.814087,1664.066406,77.252319,4.642%,1,1,1,19*,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,2,1,1,1,1,2,2,2,4,5,5,7,12,3,3,3,6,6,6,6,7,7,9,9,11,10,10,42*,8,8,8,11,11,11,12,12,14,14,14,14,15,15,15,15,13,13,13,1,10.00,15.00,15.00,9.85,10.00,18.33,19.98,10.00,10.00,18.33,18.47,8.70,15.00,15.00,10.00,10.00,11.67,11.67,10.54,10.00,18.33,20.37,10.00,11.67,11.25,18.25,22.95,15.00,15.00,10.00,10.00,11.67,11.17,10.00,15.00,11.94,10.00,15.00,15.00,10.00,15.00,24.97,24.97,15.00,15.00,10.00,635.09,
CPU Running Time =,4681516, milliseconds
